,Sink,Source,Time Class,Time Delta,Transmission Type,Weight,Host1,Isolation Date1,State1,Subtype1,Host2,Isolation Date2,State2,Subtype2
1174,A/northern pintail/Interior Alaska/9BM11572R0/2009,A/mallard/Interior Alaska/9BM8387R0/2009,Direct Transmission,6,Inter-Species,7.907129999999999,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-20,Interior Alaska,H3N8
1175,A/northern pintail/Interior Alaska/9BM11583R0/2009,A/northern pintail/Interior Alaska/9BM11358R1/2009,Direct Transmission,2,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-18,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-08-20,Interior Alaska,H10N7
1176,A/northern pintail/Interior Alaska/9BM11643R0/2009,A/northern pintail/Interior Alaska/9BM6510R0/2009,Direct Transmission,14,Intra-Species,7.9946639999999976,IRD:Northern Pintail/Avian,2009-08-04,Interior Alaska,H8N4,IRD:Northern Pintail/Avian,2009-08-18,Interior Alaska,H8N4
1177,A/northern pintail/Interior Alaska/9BM11757R0/2009,A/mallard/Interior Alaska/9BM12326R0/2009,Direct Transmission,-14,Inter-Species,7.976176,IRD:Mallard/Avian,2009-09-02,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-19,Interior Alaska,H3N8
1178,A/northern pintail/Interior Alaska/9BM11779R0/2009,A/mallard/Interior Alaska/9BM9201R0/2009,Direct Transmission,7,Inter-Species,7.998660000000001,IRD:Mallard/Avian,2009-08-12,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-08-19,Interior Alaska,H10N7
1179,A/northern pintail/Interior Alaska/9BM11783R0/2009,A/northern pintail/Interior Alaska/9BM11317R0/2009,Direct Transmission,1,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-18,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-08-19,Interior Alaska,H10N7
1180,A/northern pintail/Interior Alaska/9BM11789R0/2009,A/northern pintail/Interior Alaska/9BM7254R0/2009,Direct Transmission,13,Intra-Species,7.9889680000000025,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-19,Interior Alaska,H3N8
1181,A/northern pintail/Interior Alaska/9BM11915R0/2009,A/northern pintail/Interior Alaska/9BM9989R0/2009,Direct Transmission,4,Intra-Species,7.9961259999999985,IRD:Northern Pintail/Avian,2009-08-15,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-19,Interior Alaska,H4N6
1182,A/northern pintail/Interior Alaska/9BM11917R0/2009,A/northern shoveler/Interior Alaska/9BM4787R0/2009,Environmental Persistence,21,Inter-Species,7.990690999999999,IRD:Northern Shoveler/Avian,2009-07-29,Interior Alaska,H8N4,IRD:Northern Pintail/Avian,2009-08-19,Interior Alaska,H8N4
1183,A/northern pintail/Interior Alaska/9BM12068R0/2009,A/northern pintail/Interior Alaska/9BM7240R0/2009,Direct Transmission,14,Intra-Species,7.961449999999999,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H8N4,IRD:Northern Pintail/Avian,2009-08-20,Interior Alaska,H8N4
1184,A/northern pintail/Interior Alaska/9BM12094R0/2009,A/northern pintail/Interior Alaska/9BM11387R0/2009,Direct Transmission,2,Intra-Species,7.999115,IRD:Northern Pintail/Avian,2009-08-18,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-08-20,Interior Alaska,H10N7
1185,A/northern pintail/Interior Alaska/9BM12176R0/2009,A/northern pintail/Interior Alaska/9BM12180R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-20,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-20,Interior Alaska,H3N8
1186,A/northern pintail/Interior Alaska/9BM12180R0/2009,A/northern pintail/Interior Alaska/9BM12176R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-20,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-20,Interior Alaska,H3N8
1187,A/northern pintail/Interior Alaska/9BM12186R0/2009,A/mallard/Interior Alaska/9BM12198R0/2009,Direct Transmission,0,Inter-Species,8.0,IRD:Mallard/Avian,2009-08-21,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H4N6
1188,A/northern pintail/Interior Alaska/9BM12186R0/2009,A/mallard/Interior Alaska/9BM12204R0/2009,Direct Transmission,0,Inter-Species,8.0,IRD:Mallard/Avian,2009-08-21,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H4N6
1189,A/northern pintail/Interior Alaska/9BM12186R0/2009,A/mallard/Interior Alaska/9BM9683R2/2009,Direct Transmission,7,Inter-Species,8.0,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H4N6
1190,A/northern pintail/Interior Alaska/9BM12186R0/2009,A/northern pintail/Interior Alaska/9BM12190R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H4N6
1191,A/northern pintail/Interior Alaska/9BM12190R0/2009,A/mallard/Interior Alaska/9BM12198R0/2009,Direct Transmission,0,Inter-Species,8.0,IRD:Mallard/Avian,2009-08-21,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H4N6
1192,A/northern pintail/Interior Alaska/9BM12190R0/2009,A/mallard/Interior Alaska/9BM12204R0/2009,Direct Transmission,0,Inter-Species,8.0,IRD:Mallard/Avian,2009-08-21,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H4N6
1193,A/northern pintail/Interior Alaska/9BM12190R0/2009,A/mallard/Interior Alaska/9BM9683R2/2009,Direct Transmission,7,Inter-Species,8.0,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H4N6
1194,A/northern pintail/Interior Alaska/9BM12190R0/2009,A/northern pintail/Interior Alaska/9BM12186R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H4N6
1195,A/northern pintail/Interior Alaska/9BM12210R0/2009,A/northern pintail/Interior Alaska/9BM12211R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H3N8
1196,A/northern pintail/Interior Alaska/9BM12211R0/2009,A/northern pintail/Interior Alaska/9BM12210R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-21,Interior Alaska,H3N8
1197,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009,Environmental Persistence,21,Intra-Species,7.990747,IRD:Northern Pintail/Avian,2009-08-12,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-09-02,Interior Alaska,H3N8
1198,A/northern pintail/Interior Alaska/9BM12647R0/2009,A/mallard/Interior Alaska/9BM12285R0/2009,Direct Transmission,4,Inter-Species,7.994585000000002,IRD:Mallard/Avian,2009-09-01,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-09-05,Interior Alaska,H3N8
1199,A/northern pintail/Interior Alaska/9BM12700R0/2009,A/mallard/Minnesota/AI09-2434/2009,Environmental Persistence,32,Inter-Species,7.6557210000000016,IRD:Mallard/Avian,2009-08-05,Minnesota,H3N8,IRD:Northern Pintail/Avian,2009-09-06,Interior Alaska,H3N8
1200,A/northern pintail/Interior Alaska/9BM3859R1/2009,A/mallard/Interior Alaska/9BM2751R0/2009,Direct Transmission,9,Inter-Species,7.996464,IRD:Mallard/Avian,2009-07-15,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-24,Interior Alaska,H10N7
1201,A/northern pintail/Interior Alaska/9BM4347R0/2009,A/northern pintail/Interior Alaska/9BM4660R0/2009,Direct Transmission,-2,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-07-27,Interior Alaska,H4N6
1202,A/northern pintail/Interior Alaska/9BM4410R1/2009,A/northern pintail/Interior Alaska/9BM4666R0/2009,Direct Transmission,-1,Intra-Species,7.999302,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-28,Interior Alaska,H10N7
1203,A/northern pintail/Interior Alaska/9BM4583R0/2009,A/northern pintail/Interior Alaska/9BM9663R0/2009,Direct Transmission,-16,Intra-Species,7.989619999999999,IRD:Northern Pintail/Avian,2009-08-14,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H4N6
1204,A/northern pintail/Interior Alaska/9BM4637R0/2009,A/northern pintail/Interior Alaska/9BM5053R0/2009,Direct Transmission,0,Intra-Species,7.99805,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7
1205,A/northern pintail/Interior Alaska/9BM4637R0/2009,A/northern pintail/Interior Alaska/9BM5375R0/2009,Direct Transmission,-1,Intra-Species,7.99805,IRD:Northern Pintail/Avian,2009-07-30,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7
1206,A/northern pintail/Interior Alaska/9BM4641R0/2009,A/northern pintail/Interior Alaska/9BM4347R0/2009,Direct Transmission,2,Intra-Species,7.997361,IRD:Northern Pintail/Avian,2009-07-27,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H4N6
1207,A/northern pintail/Interior Alaska/9BM4641R0/2009,A/northern pintail/Interior Alaska/9BM4660R0/2009,Direct Transmission,0,Intra-Species,7.997361,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H4N6
1208,A/northern pintail/Interior Alaska/9BM4646R0/2009,A/northern pintail/Interior Alaska/9BM5376R0/2009,Direct Transmission,-1,Intra-Species,7.998540999999999,IRD:Northern Pintail/Avian,2009-07-30,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7
1209,A/northern pintail/Interior Alaska/9BM4660R0/2009,A/northern pintail/Interior Alaska/9BM4347R0/2009,Direct Transmission,2,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-07-27,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H4N6
1210,A/northern pintail/Interior Alaska/9BM4666R0/2009,A/northern pintail/Interior Alaska/9BM5376R0/2009,Direct Transmission,-1,Intra-Species,7.999567999999999,IRD:Northern Pintail/Avian,2009-07-30,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7
1211,A/northern pintail/Interior Alaska/9BM4989R0/2009,A/northern pintail/Interior Alaska/9BM4991R0/2009,Direct Transmission,0,Intra-Species,7.999567999999999,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7
1212,A/northern pintail/Interior Alaska/9BM4991R0/2009,A/northern pintail/Interior Alaska/9BM4989R0/2009,Direct Transmission,0,Intra-Species,7.999567999999999,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7
1213,A/northern pintail/Interior Alaska/9BM5053R0/2009,A/northern pintail/Interior Alaska/9BM5375R0/2009,Direct Transmission,-1,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-07-30,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7
1214,A/northern pintail/Interior Alaska/9BM5375R0/2009,A/northern pintail/Interior Alaska/9BM5053R0/2009,Direct Transmission,1,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-30,Interior Alaska,H10N7
1215,A/northern pintail/Interior Alaska/9BM5376R0/2009,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,Direct Transmission,-4,Inter-Species,7.999567999999999,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-30,Interior Alaska,H10N7
1216,A/northern pintail/Interior Alaska/9BM5376R0/2009,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,Direct Transmission,-4,Inter-Species,7.999567999999999,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-30,Interior Alaska,H10N7
1217,A/northern pintail/Interior Alaska/9BM5376R0/2009,A/American green-winged teal/Interior Alaska/9BM6225R0/2009,Direct Transmission,-4,Inter-Species,7.999567999999999,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-30,Interior Alaska,H10N7
1218,A/northern pintail/Interior Alaska/9BM5376R0/2009,A/northern pintail/Interior Alaska/9BM4666R0/2009,Direct Transmission,1,Intra-Species,7.999567999999999,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-30,Interior Alaska,H10N7
1219,A/northern pintail/Interior Alaska/9BM5376R0/2009,A/northern pintail/Interior Alaska/9BM7696R0/2009,Direct Transmission,-9,Intra-Species,7.999567999999999,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-30,Interior Alaska,H10N7
1220,A/northern pintail/Interior Alaska/9BM5554R0/2009,A/northern pintail/Interior Alaska/9BM5376R0/2009,Direct Transmission,1,Intra-Species,7.9989789999999985,IRD:Northern Pintail/Avian,2009-07-30,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-31,Interior Alaska,H10N7
1221,A/northern pintail/Interior Alaska/9BM5698R0/2009,A/northern pintail/Interior Alaska/9BM4410R1/2009,Direct Transmission,3,Intra-Species,7.998229999999999,IRD:Northern Pintail/Avian,2009-07-28,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-07-31,Interior Alaska,H10N7
1222,A/northern pintail/Interior Alaska/9BM5941R0/2009,A/northern pintail/Interior Alaska/9BM5376R0/2009,Direct Transmission,2,Intra-Species,7.9993490000000005,IRD:Northern Pintail/Avian,2009-07-30,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-08-01,Interior Alaska,H10N7
1223,A/northern pintail/Interior Alaska/9BM6039R0/2009,A/northern pintail/Interior Alaska/9BM6040R0/2009,Direct Transmission,0,Intra-Species,7.999567999999999,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H4N6
1224,A/northern pintail/Interior Alaska/9BM6040R0/2009,A/northern pintail/Interior Alaska/9BM6039R0/2009,Direct Transmission,0,Intra-Species,7.999567999999999,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H4N6
1225,A/northern pintail/Interior Alaska/9BM6094R0/2009,A/northern pintail/Interior Alaska/9BM6095R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H4N6
1226,A/northern pintail/Interior Alaska/9BM6095R0/2009,A/northern pintail/Interior Alaska/9BM6094R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H4N6
1227,A/northern pintail/Interior Alaska/9BM6144R0/2009,A/northern pintail/Interior Alaska/9BM6145R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H3N8
1228,A/northern pintail/Interior Alaska/9BM6144R0/2009,A/northern pintail/Interior Alaska/9BM6146R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H3N8
1229,A/northern pintail/Interior Alaska/9BM6145R0/2009,A/northern pintail/Interior Alaska/9BM6144R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H3N8
1230,A/northern pintail/Interior Alaska/9BM6145R0/2009,A/northern pintail/Interior Alaska/9BM6146R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H3N8
1231,A/northern pintail/Interior Alaska/9BM6146R0/2009,A/northern pintail/Interior Alaska/9BM6144R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H3N8
1232,A/northern pintail/Interior Alaska/9BM6146R0/2009,A/northern pintail/Interior Alaska/9BM6145R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H3N8
1233,A/northern pintail/Interior Alaska/9BM6164R0/2009,A/northern pintail/Interior Alaska/9BM5053R0/2009,Direct Transmission,4,Intra-Species,7.99695,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H10N7
1234,A/northern pintail/Interior Alaska/9BM6165R0/2009,A/northern pintail/Interior Alaska/9BM5376R0/2009,Direct Transmission,3,Intra-Species,7.998966,IRD:Northern Pintail/Avian,2009-07-30,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H10N7
1235,A/northern pintail/Interior Alaska/9BM6205R0/2009,A/American green-winged teal/Interior Alaska/9BM6428R0/2009,Direct Transmission,-1,Inter-Species,7.998917,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-08-02,Interior Alaska,H10N7
1236,A/northern pintail/Interior Alaska/9BM6290R0/2009,A/northern pintail/Interior Alaska/9BM8657R1/2009,Direct Transmission,-7,Intra-Species,7.989717999999999,IRD:Northern Pintail/Avian,2009-08-10,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-03,Interior Alaska,H3N8
1237,A/northern pintail/Interior Alaska/9BM6494R0/2009,A/blue-winged teal/Wisconsin/2753/2009,Direct Transmission,-82,Inter-Species,7.719537000000001,IRD:Blue-Winged Teal/Avian,2009-10-24,Wisconsin,H4N6,IRD:Northern Pintail/Avian,2009-08-03,Interior Alaska,H4N6
1238,A/northern pintail/Interior Alaska/9BM6510R0/2009,A/northern pintail/Interior Alaska/9BM7882R0/2009,Direct Transmission,-4,Intra-Species,7.998964999999999,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H8N4,IRD:Northern Pintail/Avian,2009-08-04,Interior Alaska,H8N4
1239,A/northern pintail/Interior Alaska/9BM6902R0/2009,A/mallard/Interior Alaska/9BM8387R0/2009,Direct Transmission,-9,Inter-Species,7.975796000000001,IRD:Mallard/Avian,2009-08-14,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-05,Interior Alaska,H3N8
1240,A/northern pintail/Interior Alaska/9BM6960R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009,Direct Transmission,-7,Intra-Species,7.995668999999999,IRD:Northern Pintail/Avian,2009-08-12,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-05,Interior Alaska,H3N8
1241,A/northern pintail/Interior Alaska/9BM7044R0/2009,A/northern pintail/Interior Alaska/9BM7050R0/2009,Direct Transmission,0,Intra-Species,7.9978729999999985,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8
1242,A/northern pintail/Interior Alaska/9BM7044R0/2009,A/northern pintail/Interior Alaska/9BM7055R0/2009,Direct Transmission,0,Intra-Species,7.9978729999999985,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8
1243,A/northern pintail/Interior Alaska/9BM7050R0/2009,A/northern pintail/Interior Alaska/9BM7055R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8
1244,A/northern pintail/Interior Alaska/9BM7052R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009,Direct Transmission,-6,Intra-Species,7.9929770000000016,IRD:Northern Pintail/Avian,2009-08-12,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8
1245,A/northern pintail/Interior Alaska/9BM7055R0/2009,A/northern pintail/Interior Alaska/9BM7050R0/2009,Direct Transmission,0,Intra-Species,8.0,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8
1246,A/northern pintail/Interior Alaska/9BM7069R0/2009,A/northern pintail/Interior Alaska/9BM7050R0/2009,Direct Transmission,0,Intra-Species,7.998411999999999,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8
1247,A/northern pintail/Interior Alaska/9BM7069R0/2009,A/northern pintail/Interior Alaska/9BM7055R0/2009,Direct Transmission,0,Intra-Species,7.998411999999999,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8
1248,A/northern pintail/Interior Alaska/9BM7108R2/2009,A/northern pintail/Interior Alaska/9BM7050R0/2009,Direct Transmission,0,Intra-Species,7.999567,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8
1249,A/northern pintail/Interior Alaska/9BM7108R2/2009,A/northern pintail/Interior Alaska/9BM7055R0/2009,Direct Transmission,0,Intra-Species,7.999567,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8
1250,A/northern pintail/Interior Alaska/9BM7118R1/2009,A/mallard/Interior Alaska/9BM10111R0/2009,Direct Transmission,-9,Inter-Species,8.0,IRD:Mallard/Avian,2009-08-15,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8
1251,A/northern pintail/Interior Alaska/9BM7232R0/2009,A/northern pintail/Interior Alaska/9BM7632R0/2009,Direct Transmission,-2,Intra-Species,7.991254999999999,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H4N6
1252,A/northern pintail/Interior Alaska/9BM7240R0/2009,A/northern pintail/Interior Alaska/9BM11556R0/2009,Direct Transmission,-13,Intra-Species,7.995699,IRD:Northern Pintail/Avian,2009-08-19,Interior Alaska,H8N4,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H8N4
1253,A/northern pintail/Interior Alaska/9BM7252R0/2009,A/northern pintail/Interior Alaska/9BM7254R0/2009,Direct Transmission,0,Intra-Species,7.999567999999999,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8
1254,A/northern pintail/Interior Alaska/9BM7254R0/2009,A/northern pintail/Interior Alaska/9BM7252R0/2009,Direct Transmission,0,Intra-Species,7.999567999999999,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-06,Interior Alaska,H3N8
1255,A/northern pintail/Interior Alaska/9BM7302R0/2009,A/northern pintail/Interior Alaska/9BM8022R0/2009,Direct Transmission,-2,Intra-Species,7.9927519999999985,IRD:Northern Pintail/Avian,2009-08-09,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-07,Interior Alaska,H4N6
1256,A/northern pintail/Interior Alaska/9BM7368R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009,Direct Transmission,-5,Intra-Species,7.997714,IRD:Northern Pintail/Avian,2009-08-12,Interior Alaska,H3N8,IRD:Northern Pintail/Avian,2009-08-07,Interior Alaska,H3N8
1257,A/northern pintail/Interior Alaska/9BM7496R0/2009,A/northern pintail/Interior Alaska/9BM4660R0/2009,Direct Transmission,10,Intra-Species,7.988666999999999,IRD:Northern Pintail/Avian,2009-07-29,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H4N6
1258,A/northern pintail/Interior Alaska/9BM7620R0/2009,A/northern pintail/Interior Alaska/9BM8815R0/2009,Direct Transmission,-3,Intra-Species,7.9983119999999985,IRD:Northern Pintail/Avian,2009-08-11,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H4N6
1259,A/northern pintail/Interior Alaska/9BM7632R0/2009,A/northern pintail/Interior Alaska/9BM10813R0/2009,Direct Transmission,-9,Intra-Species,7.996116999999999,IRD:Northern Pintail/Avian,2009-08-17,Interior Alaska,H4N6,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H4N6
1260,A/northern pintail/Interior Alaska/9BM7688R0/2009,A/northern pintail/Interior Alaska/9BM7895R0/2009,Direct Transmission,0,Intra-Species,7.9967190000000015,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H10N7
1261,A/northern pintail/Interior Alaska/9BM7694R0/2009,A/northern pintail/Interior Alaska/9BM8273R0/2009,Direct Transmission,-1,Intra-Species,7.999547,IRD:Northern Pintail/Avian,2009-08-09,Interior Alaska,H10N4,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H10N4
1262,A/northern pintail/Interior Alaska/9BM7696R0/2009,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,Direct Transmission,5,Inter-Species,8.0,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H10N7
1263,A/northern pintail/Interior Alaska/9BM7696R0/2009,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,Direct Transmission,5,Inter-Species,8.0,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H10N7
1264,A/northern pintail/Interior Alaska/9BM7696R0/2009,A/American green-winged teal/Interior Alaska/9BM6225R0/2009,Direct Transmission,5,Inter-Species,8.0,IRD:American Green-winged Teal/Avian,2009-08-03,Interior Alaska,H10N7,IRD:Northern Pintail/Avian,2009-08-08,Interior Alaska,H10N7
