,Collection Date,Complete Genome,Country,Host Species,Sequence Accession,Sequence Accession2,Sequence Accession3,Sequence Accession4,Sequence Accession5,Sequence Accession6,Sequence Accession7,Sequence Accession8,State/Province,Strain Name,Subtype
155,8/9/2009,Yes,USA,IRD:Green-winged Teal/Avian,CY142977,CY142976,CY142975,CY142970,CY142973,CY142972,CY142971,CY142974,Alaska,A/American green-winged teal/Interior Alaska/9BM8129R0/2009,H4N6
157,9/12/2009,Yes,USA,IRD:Green-winged Teal/Avian,CY140859,CY140858,CY140857,CY140852,CY140855,CY140854,CY140853,CY140856,Minnesota,A/American green-winged teal/Minnesota/AI09-3589/2009,H6N1
159,1/15/2011,Yes,USA,IRD:Green-winged Teal/Avian,CY133676,CY133675,CY133674,CY133669,CY133672,CY133671,CY133670,CY133673,Mississippi,A/American green-winged teal/Mississippi/11OS250/2011,H7N3
160,1/15/2011,Yes,USA,IRD:Green-winged Teal/Avian,CY133684,CY133683,CY133682,CY133677,CY133680,CY133679,CY133678,CY133681,Mississippi,A/American green-winged teal/Mississippi/11OS255/2011,H7N7
161,1/15/2011,Yes,USA,IRD:Green-winged Teal/Avian,CY133692,CY133691,CY133690,CY133685,CY133688,CY133687,CY133686,CY133689,Mississippi,A/American green-winged teal/Mississippi/11OS256/2011,H1N1
162,1/15/2011,Yes,USA,IRD:Green-winged Teal/Avian,CY133700,CY133699,CY133698,CY133693,CY133696,CY133695,CY133694,CY133697,Mississippi,A/American green-winged teal/Mississippi/11OS257/2011,H11N9
163,1/15/2011,Yes,USA,IRD:Green-winged Teal/Avian,CY133711,CY133710,CY133709,CY133701,CY133706,CY133704,CY133703,CY133708,Mississippi,A/American green-winged teal/Mississippi/11OS259/2011,(N9)
164,1/8/2011,Yes,USA,IRD:Green-winged Teal/Avian,CY133648,CY133647,CY133646,CY133641,CY133644,CY133643,CY133642,CY133645,Mississippi,A/American green-winged teal/Mississippi/11OS90/2011,H11N9
165,1/8/2011,Yes,USA,IRD:Green-winged Teal/Avian,CY132832,CY132831,CY132830,CY132821,CY132826,CY132825,CY132823,CY132828,Mississippi,A/American green-winged teal/Mississippi/11OS98/2011,(N3)
166,1/14/2010,Yes,USA,IRD:Green-Winged Teal/Avian,CY097685,CY097684,CY097683,CY097678,CY097681,CY097680,CY097679,CY097682,Mississippi,A/American green-winged teal/Mississippi/285/2010(H3N8),H3N8
167,1/16/2010,Yes,USA,IRD:Green-Winged Teal/Avian,CY097693,CY097692,CY097691,CY097686,CY097689,CY097688,CY097687,CY097690,Mississippi,A/American green-winged teal/Mississippi/300/2010(H11N9),H11N9
169,12/12/2010,Yes,USA,IRD:Green-winged Teal/Avian,CY133364,CY133363,CY133362,CY133357,CY133360,CY133359,CY133358,CY133361,Missouri,A/American green-winged teal/Missouri/10OS4622/2010,H12N4
170,9/19/2009,Yes,USA,IRD:Green-winged Teal/Avian,CY140960,CY140959,CY140958,CY140953,CY140956,CY140955,CY140954,CY140957,Texas,A/American green-winged teal/Texas/AI09-4396/2009,H3N9
171,12/13/2009,Yes,USA,IRD:Green-winged Teal/Avian,CY141064,CY141063,CY141062,CY141057,CY141060,CY141059,CY141058,CY141061,Texas,A/American green-winged teal/Texas/AI09-6046/2009,H3N8
172,9/26/2010,Yes,USA,IRD:Green-winged Teal/Avian,CY132948,CY132947,CY132946,CY132941,CY132944,CY132943,CY132942,CY132945,Wisconsin,A/American green-winged teal/Wisconsin/10OS2767/2010,H6N8
173,10/2/2010,Yes,USA,IRD:Green-winged Teal/Avian,CY133092,CY133091,CY133090,CY133085,CY133088,CY133087,CY133086,CY133089,Wisconsin,A/American green-winged teal/Wisconsin/10OS2847/2010,H1N1
174,10/3/2010,Yes,USA,IRD:Green-winged Teal/Avian,CY133241,CY133240,CY133239,CY133234,CY133237,CY133236,CY133235,CY133238,Wisconsin,A/American green-winged teal/Wisconsin/10OS2955/2010,H5N2
175,10/3/2010,Yes,USA,IRD:Green-winged Teal/Avian,CY132730,CY132729,CY132727,CY132721,CY132725,CY132723,CY132722,CY132726,Wisconsin,A/American green-winged teal/Wisconsin/10OS3093/2010,(N6)
176,10/20/2010,Yes,USA,IRD:Green-winged Teal/Avian,CY133160,CY133159,CY133158,CY133153,CY133156,CY133155,CY133154,CY133157,Wisconsin,A/American green-winged teal/Wisconsin/10OS3127/2010,H5N2
177,10/17/2009,Yes,USA,IRD:Avian,CY097461,CY097460,CY097459,CY097454,CY097457,CY097456,CY097455,CY097458,Wisconsin,A/American green-winged teal/Wisconsin/2530/2009,H6N2
178,10/20/2009,Yes,USA,IRD:Green-Winged Teal/Avian,CY097365,CY097364,CY097363,CY097358,CY097361,CY097360,CY097359,CY097362,Wisconsin,A/American green-winged teal/Wisconsin/2690/2009(H3N8),H3N8
179,10/17/2009,Yes,USA,IRD:Green-Winged Teal/Avian,CY097509,CY097508,CY097507,CY097502,CY097505,CY097504,CY097503,CY097506,Wisconsin,A/American green-winged teal/Wisconsin/2743/2009(H1N1),H1N1
180,10/23/2010,Yes,USA,IRD:American Wigeon/Avian,CY133884,CY133883,CY133882,CY133877,CY133880,CY133879,CY133878,CY133881,California,A/American wigeon/California/2423/2010,H6N1
181,11/17/2010,Yes,USA,IRD:American Wigeon/Avian,CY133892,CY133891,CY133890,CY133885,CY133888,CY133887,CY133886,CY133889,California,A/American wigeon/California/2997/2010,H6N1
183,11/27/2010,Yes,USA,IRD:American Wigeon/Avian,CY120634,CY120633,CY120632,CY120627,CY120630,CY120629,CY120628,CY120631,California,A/American wigeon/California/3180/2010,H5N2
187,7/11/2009,Yes,USA,IRD:American Wigeon/Avian,CY130339,CY130338,CY130337,CY130332,CY130335,CY130334,CY130333,CY130336,Alaska,A/American wigeon/Interior Alaska/9BM2501R1/2009,H3N8
188,10/17/2010,Yes,USA,IRD:American Wigeon/Avian,CY133463,CY133462,CY133461,CY133456,CY133459,CY133458,CY133457,CY133460,Iowa,A/American wigeon/Iowa/10OS2748/2010,H2N2
190,12/12/2010,Yes,USA,IRD:American Wigeon/Avian,CY133431,CY133430,CY133429,CY133424,CY133427,CY133426,CY133425,CY133428,Missouri,A/American wigeon/Missouri/10OS4752/2010,H6N1
191,4/22/2009,Yes,USA,IRD:Human,GQ200241,GQ377066,GQ377065,GQ117067,GQ117063,GQ117064,GQ117066,GQ117065,Arizona,A/Arizona/01/2009(H1N1),H1N1
192,2/1/2011,Yes,USA,IRD:Human,KC881879,KC881878,KC882122,KC881876,KC881968,KC881967,KC881966,KC881965,Arizona,A/Arizona/01/2011,H1N1
193,4/26/2009,Yes,USA,IRD:Human,GQ117076,GQ117075,GQ457490,GQ221788,GQ117074,GQ117077,GQ117078,GQ457489,Arizona,A/Arizona/02/2009(H1N1),H1N1
194,12/6/2009,Yes,USA,IRD:Human,KC781012,KC781015,KC781014,KC780599,KC781013,KC780598,KC780600,KC781011,Arizona,A/Arizona/20/2009,H1N1
195,11/13/2009,Yes,USA,IRD:Human,KC780772,KC780773,KC780774,KC780770,KC780768,KC780771,KC780767,KC780769,Arkansas,A/Arkansas/09/2009,H1N1
196,6/16/2009,Yes,USA,IRD:Human,CY044168,CY044169,CY044170,CY044171,CY044172,CY044173,CY044174,CY044175,Maryland,A/Bethesda/SP506/2009(H1N1),H1N1
197,6/18/2009,Yes,USA,IRD:Human,CY043115,CY043116,CY043117,CY043118,CY043119,CY043120,CY043121,CY043122,Maryland,A/Bethesda/SP508/2009(H1N1),H1N1
198,4/27/2009,Yes,USA,IRD:Human,CY080625,CY080624,CY080623,CY080618,CY080621,CY080620,CY080619,CY080622,Massachusetts,A/Boston/100/2009,H1N1
200,6/15/2009,Yes,USA,IRD:Human,CY064483,CY064482,CY064481,CY064476,CY064479,CY064478,CY064477,CY064480,Massachusetts,A/Boston/106/2009(H1N1),H1N1
201,6/16/2009,Yes,USA,IRD:Human,CY064491,CY064490,CY064489,CY064484,CY064487,CY064486,CY064485,CY064488,Massachusetts,A/Boston/108/2009(H1N1),H1N1
202,6/15/2009,Yes,USA,IRD:Human,CY064499,CY064498,CY064497,CY064492,CY064495,CY064494,CY064493,CY064496,Massachusetts,A/Boston/109/2009(H1N1),H1N1
203,6/11/2009,Yes,USA,IRD:Human,CY063493,CY063492,CY063491,CY063486,CY063489,CY063488,CY063487,CY063490,Massachusetts,A/Boston/110/2009(H1N1),H1N1
204,6/13/2009,Yes,USA,IRD:Human,CY063501,CY063500,CY063499,CY063494,CY063497,CY063496,CY063495,CY063498,Massachusetts,A/Boston/112/2009(H1N1),H1N1
205,6/15/2009,Yes,USA,IRD:Human,CY063509,CY063508,CY063507,CY063502,CY063505,CY063504,CY063503,CY063506,Massachusetts,A/Boston/113/2009(H1N1),H1N1
206,6/13/2009,Yes,USA,IRD:Human,CY064507,CY064506,CY064505,CY064500,CY064503,CY064502,CY064501,CY064504,Massachusetts,A/Boston/115/2009(H1N1),H1N1
207,6/29/2009,Yes,USA,IRD:Human,CY064515,CY064514,CY064513,CY064508,CY064511,CY064510,CY064509,CY064512,Massachusetts,A/Boston/116/2009(H1N1),H1N1
208,6/26/2009,Yes,USA,IRD:Human,CY064523,CY064522,CY064521,CY064516,CY064519,CY064518,CY064517,CY064520,Massachusetts,A/Boston/117/2009(H1N1),H1N1
209,6/20/2009,Yes,USA,IRD:Human,CY064531,CY064530,CY064529,CY064524,CY064527,CY064526,CY064525,CY064528,Massachusetts,A/Boston/118/2009(H1N1),H1N1
210,6/19/2009,Yes,USA,IRD:Human,CY064539,CY064538,CY064537,CY064532,CY064535,CY064534,CY064533,CY064536,Massachusetts,A/Boston/120/2009(H1N1),H1N1
211,6/19/2009,Yes,USA,IRD:Human,CY064547,CY064546,CY064545,CY064540,CY064543,CY064542,CY064541,CY064544,Massachusetts,A/Boston/121/2009(H1N1),H1N1
212,6/22/2009,Yes,USA,IRD:Human,CY064555,CY064554,CY064553,CY064548,CY064551,CY064550,CY064549,CY064552,Massachusetts,A/Boston/122/2009(H1N1),H1N1
213,6/18/2009,Yes,USA,IRD:Human,CY064563,CY064562,CY064561,CY064556,CY064559,CY064558,CY064557,CY064560,Massachusetts,A/Boston/123/2009(H1N1),H1N1
214,6/26/2009,Yes,USA,IRD:Human,CY064571,CY064570,CY064569,CY064564,CY064567,CY064566,CY064565,CY064568,Massachusetts,A/Boston/124/2009(H1N1),H1N1
215,6/17/2009,Yes,USA,IRD:Human,CY064579,CY064578,CY064577,CY064572,CY064575,CY064574,CY064573,CY064576,Massachusetts,A/Boston/125/2009(H1N1),H1N1
216,6/20/2009,Yes,USA,IRD:Human,CY064587,CY064586,CY064585,CY064580,CY064583,CY064582,CY064581,CY064584,Massachusetts,A/Boston/126/2009(H1N1),H1N1
217,6/17/2009,Yes,USA,IRD:Human,CY064595,CY064594,CY064593,CY064588,CY064591,CY064590,CY064589,CY064592,Massachusetts,A/Boston/127/2009(H1N1),H1N1
218,6/22/2009,Yes,USA,IRD:Human,CY064603,CY064602,CY064601,CY064596,CY064599,CY064598,CY064597,CY064600,Massachusetts,A/Boston/129/2009(H1N1),H1N1
219,6/21/2009,Yes,USA,IRD:Human,CY064611,CY064610,CY064609,CY064604,CY064607,CY064606,CY064605,CY064608,Massachusetts,A/Boston/130/2009(H1N1),H1N1
220,6/24/2009,Yes,USA,IRD:Human,CY064619,CY064618,CY064617,CY064612,CY064615,CY064614,CY064613,CY064616,Massachusetts,A/Boston/131/2009(H1N1),H1N1
221,6/19/2009,Yes,USA,IRD:Human,CY064627,CY064626,CY064625,CY064620,CY064623,CY064622,CY064621,CY064624,Massachusetts,A/Boston/132/2009(H1N1),H1N1
222,6/18/2009,Yes,USA,IRD:Human,CY064635,CY064634,CY064633,CY064628,CY064631,CY064630,CY064629,CY064632,Massachusetts,A/Boston/133/2009(H1N1),H1N1
223,6/26/2009,Yes,USA,IRD:Human,CY064643,CY064642,CY064641,CY064636,CY064639,CY064638,CY064637,CY064640,Massachusetts,A/Boston/134/2009(H1N1),H1N1
224,6/18/2009,Yes,USA,IRD:Human,CY064651,CY064650,CY064649,CY064644,CY064647,CY064646,CY064645,CY064648,Massachusetts,A/Boston/135/2009(H1N1),H1N1
225,6/26/2009,Yes,USA,IRD:Human,CY064902,CY064901,CY064900,CY064895,CY064898,CY064897,CY064896,CY064899,Massachusetts,A/Boston/136/2009(H1N1),H1N1
226,6/20/2009,Yes,USA,IRD:Human,CY064659,CY064658,CY064657,CY064652,CY064655,CY064654,CY064653,CY064656,Massachusetts,A/Boston/137/2009(H1N1),H1N1
227,6/18/2009,Yes,USA,IRD:Human,CY064667,CY064666,CY064665,CY064660,CY064663,CY064662,CY064661,CY064664,Massachusetts,A/Boston/138/2009(H1N1),H1N1
228,6/22/2009,Yes,USA,IRD:Human,CY064675,CY064674,CY064673,CY064668,CY064671,CY064670,CY064669,CY064672,Massachusetts,A/Boston/140/2009(H1N1),H1N1
229,6/25/2009,Yes,USA,IRD:Human,CY064683,CY064682,CY064681,CY064676,CY064679,CY064678,CY064677,CY064680,Massachusetts,A/Boston/141/2009(H1N1),H1N1
230,6/30/2009,Yes,USA,IRD:Human,CY064691,CY064690,CY064689,CY064684,CY064687,CY064686,CY064685,CY064688,Massachusetts,A/Boston/142/2009(H1N1),H1N1
231,7/8/2009,Yes,USA,IRD:Human,CY064699,CY064698,CY064697,CY064692,CY064695,CY064694,CY064693,CY064696,Massachusetts,A/Boston/143/2009(H1N1),H1N1
232,7/9/2009,Yes,USA,IRD:Human,CY066190,CY066189,CY066188,CY066183,CY066186,CY066185,CY066184,CY066187,Massachusetts,A/Boston/144/2009(H1N1),H1N1
233,7/9/2009,Yes,USA,IRD:Human,CY063517,CY063516,CY063515,CY063510,CY063513,CY063512,CY063511,CY063514,Massachusetts,A/Boston/145/2009(H1N1),H1N1
234,7/1/2009,Yes,USA,IRD:Human,CY063525,CY063524,CY063523,CY063518,CY063521,CY063520,CY063519,CY063522,Massachusetts,A/Boston/146/2009(H1N1),H1N1
235,7/9/2009,Yes,USA,IRD:Human,CY063533,CY063532,CY063531,CY063526,CY063529,CY063528,CY063527,CY063530,Massachusetts,A/Boston/147/2009(H1N1),H1N1
236,7/7/2009,Yes,USA,IRD:Human,CY063541,CY063540,CY063539,CY063534,CY063537,CY063536,CY063535,CY063538,Massachusetts,A/Boston/148/2009(H1N1),H1N1
237,7/1/2009,Yes,USA,IRD:Human,CY063549,CY063548,CY063547,CY063542,CY063545,CY063544,CY063543,CY063546,Massachusetts,A/Boston/149/2009(H1N1),H1N1
238,7/6/2009,Yes,USA,IRD:Human,CY063557,CY063556,CY063555,CY063550,CY063553,CY063552,CY063551,CY063554,Massachusetts,A/Boston/151/2009(H1N1),H1N1
239,6/29/2009,Yes,USA,IRD:Human,CY063565,CY063564,CY063563,CY063558,CY063561,CY063560,CY063559,CY063562,Massachusetts,A/Boston/152/2009(H1N1),H1N1
240,7/15/2009,Yes,USA,IRD:Human,CY063573,CY063572,CY063571,CY063566,CY063569,CY063568,CY063567,CY063570,Massachusetts,A/Boston/153/2009(H1N1),H1N1
241,8/18/2009,Yes,USA,IRD:Human,CY063581,CY063580,CY063579,CY063574,CY063577,CY063576,CY063575,CY063578,Massachusetts,A/Boston/154/2009(H1N1),H1N1
244,10/18/2009,Yes,USA,IRD:Human,CY075507,CY075506,CY075505,CY075500,CY075503,CY075502,CY075501,CY075504,Massachusetts,A/Boston/591/2009(H1N1),H1N1
245,10/22/2009,Yes,USA,IRD:Human,CY089202,CY089201,CY089200,CY089195,CY089198,CY089197,CY089196,CY089199,Massachusetts,A/Boston/593/2009(H1N1),H1N1
246,10/22/2009,Yes,USA,IRD:Human,CY089210,CY089209,CY089208,CY089203,CY089206,CY089205,CY089204,CY089207,Massachusetts,A/Boston/594/2009(H1N1),H1N1
247,10/24/2009,Yes,USA,IRD:Human,CY075515,CY075514,CY075513,CY075508,CY075511,CY075510,CY075509,CY075512,Massachusetts,A/Boston/595/2009(H1N1),H1N1
248,10/29/2009,Yes,USA,IRD:Human,CY075523,CY075522,CY075521,CY075516,CY075519,CY075518,CY075517,CY075520,Massachusetts,A/Boston/602/2009(H1N1),H1N1
249,11/2/2009,Yes,USA,IRD:Human,CY075531,CY075530,CY075529,CY075524,CY075527,CY075526,CY075525,CY075528,Massachusetts,A/Boston/606/2009(H1N1),H1N1
250,11/2/2009,Yes,USA,IRD:Human,CY075539,CY075538,CY075537,CY075532,CY075535,CY075534,CY075533,CY075536,Massachusetts,A/Boston/612/2009(H1N1),H1N1
251,11/3/2009,Yes,USA,IRD:Human,CY089218,CY089217,CY089216,CY089211,CY089214,CY089213,CY089212,CY089215,Massachusetts,A/Boston/618/2009,H1N1
252,11/7/2009,Yes,USA,IRD:Human,CY089226,CY089225,CY089224,CY089219,CY089222,CY089221,CY089220,CY089223,Massachusetts,A/Boston/630/2009,H1N1
253,11/7/2009,Yes,USA,IRD:Human,CY089234,CY089233,CY089232,CY089227,CY089230,CY089229,CY089228,CY089231,Massachusetts,A/Boston/632/2009,H1N1
254,11/9/2009,Yes,USA,IRD:Human,CY089242,CY089241,CY089240,CY089235,CY089238,CY089237,CY089236,CY089239,Massachusetts,A/Boston/633/2009,H1N1
255,11/9/2009,Yes,USA,IRD:Human,CY075547,CY075546,CY075545,CY075540,CY075543,CY075542,CY075541,CY075544,Massachusetts,A/Boston/634/2009(H1N1),H1N1
256,11/9/2009,Yes,USA,IRD:Human,CY089250,CY089249,CY089248,CY089243,CY089246,CY089245,CY089244,CY089247,Massachusetts,A/Boston/635/2009,H1N1
257,11/8/2009,Yes,USA,IRD:Human,CY089258,CY089257,CY089256,CY089251,CY089254,CY089253,CY089252,CY089255,Massachusetts,A/Boston/637/2009,H1N1
258,11/12/2009,Yes,USA,IRD:Human,CY075555,CY075554,CY075553,CY075548,CY075551,CY075550,CY075549,CY075552,Massachusetts,A/Boston/648/2009(H1N1),H1N1
259,11/12/2009,Yes,USA,IRD:Human,CY089266,CY089265,CY089264,CY089259,CY089262,CY089261,CY089260,CY089263,Massachusetts,A/Boston/650/2009,H1N1
261,11/13/2009,Yes,USA,IRD:Human,CY075571,CY075570,CY075569,CY075564,CY075567,CY075566,CY075565,CY075568,Massachusetts,A/Boston/655/2009(H1N1),H1N1
262,11/14/2009,Yes,USA,IRD:Human,CY089274,CY089273,CY089272,CY089267,CY089270,CY089269,CY089268,CY089271,Massachusetts,A/Boston/657/2009,H1N1
263,11/13/2009,Yes,USA,IRD:Human,CY075579,CY075578,CY075577,CY075572,CY075575,CY075574,CY075573,CY075576,Massachusetts,A/Boston/658/2009(H1N1),H1N1
264,11/16/2009,Yes,USA,IRD:Human,CY075587,CY075586,CY075585,CY075580,CY075583,CY075582,CY075581,CY075584,Massachusetts,A/Boston/663/2009(H1N1),H1N1
265,11/16/2009,Yes,USA,IRD:Human,CY089282,CY089281,CY089280,CY089275,CY089278,CY089277,CY089276,CY089279,Massachusetts,A/Boston/665/2009,H1N1
266,11/16/2009,Yes,USA,IRD:Human,CY075595,CY075594,CY075593,CY075588,CY075591,CY075590,CY075589,CY075592,Massachusetts,A/Boston/666/2009(H1N1),H1N1
267,11/16/2009,Yes,USA,IRD:Human,CY089290,CY089289,CY089288,CY089283,CY089286,CY089285,CY089284,CY089287,Massachusetts,A/Boston/667/2009,H1N1
268,11/16/2009,Yes,USA,IRD:Human,CY089298,CY089297,CY089296,CY089291,CY089294,CY089293,CY089292,CY089295,Massachusetts,A/Boston/670/2009,H1N1
269,11/15/2009,Yes,USA,IRD:Human,CY089306,CY089305,CY089304,CY089299,CY089302,CY089301,CY089300,CY089303,Massachusetts,A/Boston/671/2009,H1N1
270,11/15/2009,Yes,USA,IRD:Human,CY075603,CY075602,CY075601,CY075596,CY075599,CY075598,CY075597,CY075600,Massachusetts,A/Boston/672/2009(H1N1),H1N1
271,11/16/2009,Yes,USA,IRD:Human,CY089314,CY089313,CY089312,CY089307,CY089310,CY089309,CY089308,CY089311,Massachusetts,A/Boston/673/2009,H1N1
272,11/17/2009,Yes,USA,IRD:Human,CY089322,CY089321,CY089320,CY089315,CY089318,CY089317,CY089316,CY089319,Massachusetts,A/Boston/678/2009,H1N1
273,11/17/2009,Yes,USA,IRD:Human,CY089330,CY089329,CY089328,CY089323,CY089326,CY089325,CY089324,CY089327,Massachusetts,A/Boston/680/2009,H1N1
274,11/17/2009,Yes,USA,IRD:Human,CY075611,CY075610,CY075609,CY075604,CY075607,CY075606,CY075605,CY075608,Massachusetts,A/Boston/681/2009(H1N1),H1N1
275,11/17/2009,Yes,USA,IRD:Human,CY075619,CY075618,CY075617,CY075612,CY075615,CY075614,CY075613,CY075616,Massachusetts,A/Boston/682/2009(H1N1),H1N1
276,11/17/2009,Yes,USA,IRD:Human,CY089338,CY089337,CY089336,CY089331,CY089334,CY089333,CY089332,CY089335,Massachusetts,A/Boston/683/2009,H1N1
277,11/18/2009,Yes,USA,IRD:Human,CY089346,CY089345,CY089344,CY089339,CY089342,CY089341,CY089340,CY089343,Massachusetts,A/Boston/685/2009,H1N1
278,11/18/2009,Yes,USA,IRD:Human,CY089354,CY089353,CY089352,CY089347,CY089350,CY089349,CY089348,CY089351,Massachusetts,A/Boston/686/2009,H1N1
279,11/20/2009,Yes,USA,IRD:Human,CY089362,CY089361,CY089360,CY089355,CY089358,CY089357,CY089356,CY089359,Massachusetts,A/Boston/690/2009,H1N1
280,11/21/2009,Yes,USA,IRD:Human,CY089370,CY089369,CY089368,CY089363,CY089366,CY089365,CY089364,CY089367,Massachusetts,A/Boston/691/2009,H1N1
281,11/21/2009,Yes,USA,IRD:Human,CY088592,CY088591,CY088590,CY088585,CY088588,CY088587,CY088586,CY088589,Massachusetts,A/Boston/694/2009,H1N1
282,11/23/2009,Yes,USA,IRD:Human,CY075627,CY075626,CY075625,CY075620,CY075623,CY075622,CY075621,CY075624,Massachusetts,A/Boston/698/2009(H1N1),H1N1
283,11/27/2009,Yes,USA,IRD:Human,CY075635,CY075634,CY075633,CY075628,CY075631,CY075630,CY075629,CY075632,Massachusetts,A/Boston/701/2009(H1N1),H1N1
284,11/29/2009,Yes,USA,IRD:Human,CY088600,CY088599,CY088598,CY088593,CY088596,CY088595,CY088594,CY088597,Massachusetts,A/Boston/702/2009,H1N1
285,12/2/2009,Yes,USA,IRD:Human,CY075643,CY075642,CY075641,CY075636,CY075639,CY075638,CY075637,CY075640,Massachusetts,A/Boston/703/2009(H1N1),H1N1
286,12/3/2009,Yes,USA,IRD:Human,CY075651,CY075650,CY075649,CY075644,CY075647,CY075646,CY075645,CY075648,Massachusetts,A/Boston/704/2009(H1N1),H1N1
287,12/4/2009,Yes,USA,IRD:Human,CY088608,CY088607,CY088606,CY088601,CY088604,CY088603,CY088602,CY088605,Massachusetts,A/Boston/705/2009,H1N1
289,4/1/2009,Yes,USA,IRD:Human,CY080617,CY080616,CY080615,CY080610,CY080613,CY080612,CY080611,CY080614,Massachusetts,A/Boston/95/2009,H1N1
290,6/13/2009,Yes,USA,IRD:Human,CY064467,CY064466,CY064465,CY064460,CY064463,CY064462,CY064461,CY064464,Massachusetts,A/Boston/96/2009(H1N1),H1N1
291,5/11/2009,Yes,USA,IRD:Human,CY089772,CY089771,CY089770,CY089765,CY089768,CY089767,CY089766,CY089769,Massachusetts,A/Boston/97/2009(H3N2),H3N2
292,4/27/2009,Yes,USA,IRD:Human,CY089780,CY089779,CY089778,CY089773,CY089776,CY089775,CY089774,CY089777,Massachusetts,A/Boston/99/2009(H3N2),H3N2
293,1/3/2011,Yes,USA,IRD:Human,CY111133,CY111132,CY111131,CY111126,CY111129,CY111128,CY111127,CY111130,Massachusetts,A/Boston/DOA01/2011,H3N2
294,1/4/2011,Yes,USA,IRD:Human,CY111141,CY111140,CY111139,CY111134,CY111137,CY111136,CY111135,CY111138,Massachusetts,A/Boston/DOA02/2011,H3N2
295,1/3/2011,Yes,USA,IRD:Human,CY111149,CY111148,CY111147,CY111142,CY111145,CY111144,CY111143,CY111146,Massachusetts,A/Boston/DOA03/2011,H3N2
296,1/5/2011,Yes,USA,IRD:Human,CY111157,CY111156,CY111155,CY111150,CY111153,CY111152,CY111151,CY111154,Massachusetts,A/Boston/DOA04/2011,H3N2
297,1/11/2011,Yes,USA,IRD:Human,CY111165,CY111164,CY111163,CY111158,CY111161,CY111160,CY111159,CY111162,Massachusetts,A/Boston/DOA05/2011,H3N2
298,1/12/2011,Yes,USA,IRD:Human,CY111173,CY111172,CY111171,CY111166,CY111169,CY111168,CY111167,CY111170,Massachusetts,A/Boston/DOA06/2011,H3N2
299,1/13/2011,Yes,USA,IRD:Human,CY111181,CY111180,CY111179,CY111174,CY111177,CY111176,CY111175,CY111178,Massachusetts,A/Boston/DOA07/2011,H3N2
300,1/13/2011,Yes,USA,IRD:Human,CY134472,CY134471,CY134470,CY134465,CY134468,CY134467,CY134466,CY134469,Massachusetts,A/Boston/DOA08/2011,H1N1
301,1/13/2011,Yes,USA,IRD:Human,CY111189,CY111188,CY111187,CY111182,CY111185,CY111184,CY111183,CY111186,Massachusetts,A/Boston/DOA09/2011(H3N2),H3N2
