Sample ID,Common Name,Band  #,Web Tag #,Nest ID,HS Bird ID,Species,Species.1,Sex,Capture,Health,Age,Age simple,Wild/Dom.,Habitat,Sample Type,GPS N,GPS W,Time,Date,Month,Year,Name,Location,Data Sheet,Capture #,Banding Date,Recap?,Ours or Foreign?,Category,Mass,Head,Total Tarsus,Wing Chord,Culmen,Grain Index,Blood Vial,Serum Vial,Whole Blood,Specific Location,Capture Method,Vial Notes,Marker Notes,Notes,Paired?,Date Shot,Time Shot,Fecal Quality,Fecal Loc,Brood ID,Hen Band #,"Wet, Dry, Pipping?",Brood Size,HEN STATUS?,decoy band,Cloacal Sample ID,Oral Sample ID,Notes.1
10BM12146,A/northern pintail/Interior Alaska/10BM12146R0/2010(H4N6),1146-86415,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.90723,148.83553,2222,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT74,3520,13-Aug-10,N,,FALL,958,109.5,51.7,270,,1,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM12146,10BM12147,
10BM12163,A/northern pintail/Interior Alaska/10BM12163R0/2010(H3N8),1146-86423,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.90723,148.83553,2222,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT74,3528,13-Aug-10,N,,FALL,775,99.2,48.2,245,,1,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM12162,10BM12163,
10BM12603,A/northern pintail/Interior Alaska/10BM12603R0/2010(H3N8),1146-86459,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.91492,148.81067,2020,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT79,3661,14-Aug-10,N,,FALL,707,94.2,47,245,,0,,,,WACKY DUCK NECK,BAIT TRAP,,,,,,,,,,,,,,,10BM12603,10BM12604,
10BM11311,A/mallard/Interior Alaska/10BM11311R0/2010(H3N8),1717-92052,,,,MALL,Anas platyrhynchos,F,A,H,AHY,AHY,W,M,OP,64.89604,148.84413,1115,12-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR32,934,,Y,F,FALL,1108,104.5,52.4,270,,0,,,,CRANE LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM11310,10BM11311,
9BM11053,A/mallard/Interior Alaska/9BM11053R0/2009(H8N4),1717-92090,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.89207,148.79384,1010,18-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP11,228,U,,,MIGRANT,1024,109.4,52.9,259,,0,,,,EAST MINTO,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8935,A/mallard/Interior Alaska/9BM8935R0/2009(H4N7),1717-92096,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.909,148.85644,1309,11-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB20,444,U,Y,F,MIGRANT,1216,115.7,56,287,,1,,,,HUNTER LAKE,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM6886,A/mallard/Interior Alaska/9BM6886R0/2009(H4N6),1757-75103,,,,MALL,Anas platyrhynchos,M,A,H,2C,HY,W,M,C,64.92196,148.7722,930,10-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP3,44,U,,,DUCKLING,888,105.3,51.9,,49.9,0,,,,NORTH MINTO,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10095,A/mallard/Interior Alaska/9BM10095R0/2009(H4N6),1757-75105,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.89207,148.79384,2040,15-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP8,149,U,,,MIGRANT,1239,113.9,55.3,275,,5,,,,EAST MINTO,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10375,A/mallard/Interior Alaska/9BM10375R0/2009(H4N6),1757-75105,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.89207,148.79384,1000,17-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP9,189,U,,,MIGRANT,1101,113.6,54.4,277,,0,,,,EAST MINTO,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8387,A/mallard/Interior Alaska/9BM8387R0/2009(H3N8),1757-75126,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.92196,148.7722,946,14-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP5,95,U,,,MIGRANT,1100,114.9,53,261,,0,,,,NORTH MINTO,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10047,A/mallard/Interior Alaska/9BM10047R0/2009(H3N8),1757-75131,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.89807,148.76663,1045,15-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP7,125,U,,,MIGRANT,1049,111,52.1,266,,1,,,,BIG PENINSULA,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10393,A/mallard/Interior Alaska/9BM10393R0/2009(H12N8),1757-75143,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,U,U,1135,17-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP10,198,U,,,MIGRANT,1070,114.7,53.1,263,,0,,,,UNKNOWN,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11015,A/mallard/Interior Alaska/9BM11015R0/2009(H4N6),1757-75148,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.89207,148.79384,2000,17-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP10,209,U,,,MIGRANT,1103,104.4,49.5,254,,3,,,,EAST MINTO,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11965,A/mallard/Interior Alaska/9BM11965R0/2009(H3N8),1757-75157,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.89207,148.79384,1055,20-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP14,299,U,,,MIGRANT,1063,104.5,52.1,266,,2,,,,EAST MINTO,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM10055,A/mallard/Interior Alaska/9BM10055R0/2009(H3N8),1797-27983,,,,MALL,Anas platyrhynchos,F,A,H,AHY,AHY,W,M,C,64.89807,148.76663,1045,15-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP7,129,U,,,MIGRANT,850,107.4,49.8,260,,0,,,,BIG PENINSULA,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11065,A/mallard/Interior Alaska/9BM11065R0/2009(H10N7),1827-91310,,,,MALL,Anas platyrhynchos,F,A,H,AHY,AHY,W,M,C,64.87341,148.8573,1200,18-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP11,234,U,,,MIGRANT,1303,103.9,50.6,275,,4,,,,MUDDY BUTT,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM8287,A/mallard/Interior Alaska/9BM8287R0/2009(H10N7),1837-22237,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,C,64.93795,148.80226,2113,09-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",RB17,369,14-Aug-08,Y,O,MIGRANT,1135,108.5,52.6,281,,3,,,,SAM BERRY WATER,BAIT TRAP,,,2008 RECAP,,,,,,,,,,,,,,
9BM1962,A/mallard/Interior Alaska/9BM1962/2009(H4N6),1837-22432,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,920,04-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D7,256,02-Jul-09,Y,O,DUCKLING,457,80.9,47.5,,39.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Aug,PRESENT,,,,
9BM2259,A/mallard/Interior Alaska/9BM2259/2009(H4N6),1837-22433,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,OP,64.8956,148.77324,1110,11-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D14,417,02-Jul-09,Y,O,DUCKLING,577,88.3,51.5,,41.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,2 REMAINING DUCKLINGS FROM B31 AND HEN PRESENT DURING PROCESSING AND RELEASE,,,,,,B31,1837-22463,,08-Jun,PRESENT,,,,
9BM2535,A/mallard/Interior Alaska/9BM2535R0/2009(H4N6),1837-22433,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,OP,64.8956,148.77324,12,12-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D17,509,02-Jul-09,Y,O,DUCKLING,610,88.6,51.7,,43,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Feb,PRESENT,,,,
9BM1358,A/mallard/Interior Alaska/9BM1358/2009(H8N4),1837-22454,,,,MALL,Anas platyrhynchos,F,A,H,AHY,AHY,W,M,C,64.8956,148.77324,2200,16-Jun-09,6,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B2,31,16-Jun-09,N,,SUMMER,970,108.3,51.9,270,,4,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM1585,A/mallard/Interior Alaska/9BM1585R1/2009(H12N5),1837-22459,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,C,64.91269,148.77545,2030,24-Jun-09,6,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B2,36,24-Jun-09,N,,SUMMER,1269,112.8,54.2,284,,0,,,,WHALE TAIL BAIT,BAIT TRAP,,,ECLIPSE PLUMAGE; FULL FLIGHT FEATHERS,,,,,,,,,,,,,,
9BM1807,A/mallard/Interior Alaska/9BM1807/2009(H4N6),1837-22464,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,948,02-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,188,01-Jul-09,Y,O,DUCKLING,435,,,,,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,HEN IS NOT THE FEMALE WE THOUGHT FROM TRAP 7/1 (WITH BALD PATCH ON HEAD)ÑRATHER OTHER HEN WE BANDED,,,,,,B31,1837-22463,,08-Aug,PRESENT,,,,
9BM1967,A/mallard/Interior Alaska/9BM1967/2009(H4N6),1837-22464,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,855,06-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,268,01-Jul-09,Y,O,DUCKLING,504,84.9,48.9,,38.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Aug,UNKNOWN,,,,
9BM2254,A/mallard/Interior Alaska/9BM2254/2009(H4N6),1837-22464,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,1110,11-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D14,415,01-Jul-09,Y,O,DUCKLING,603,90.2,51.1,,41.3,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,2 REMAINING DUCKLINGS FROM B31 AND HEN PRESENT DURING PROCESSING AND RELEASE,,,,,,B31,1837-22463,,08-Jun,PRESENT,,,,
9BM2395,A/mallard/Interior Alaska/9BM2395R0/2009(H4N6),1837-22464,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,OP,64.8956,148.77324,1201,13-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D20,555,01-Jul-09,Y,O,DUCKLING,625,91.1,50.6,,43,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,REMAINING 2 DUCKLINGS FROM B31 OBSERVED WITH HEN OUTSIDE TRAP,,,,,,B31,1837-22463,,08-Jun,PRESENT,,,,
9BM1809,A/mallard/Interior Alaska/9BM1809/2009(H4N6),1837-22465,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,948,02-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,189,01-Jul-09,Y,O,DUCKLING,399,,,,,2,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,HEN IS NOT THE FEMALE WE THOUGHT FROM TRAP 7/1 (WITH BALD PATCH ON HEAD)ÑRATHER OTHER HEN WE BANDED,,,,,,B31,1837-22463,,08-Aug,PRESENT,,,,
9BM1957,A/mallard/Interior Alaska/9BM1957/2009(H4N6),1837-22465,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,920,04-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D7,254,01-Jul-09,Y,O,DUCKLING,437,80,46.3,,35.7,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Aug,PRESENT,,,,
9BM1958,A/mallard/Interior Alaska/9BM1958/2009(H4N6),1837-22465,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,920,04-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D7,254,01-Jul-09,Y,O,DUCKLING,437,80,46.3,,35.7,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Aug,PRESENT,,,,
9BM1968,A/mallard/Interior Alaska/9BM1968/2009(H4N6),1837-22465,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,855,06-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,269,01-Jul-09,Y,O,DUCKLING,452,82.3,47.2,,37.2,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Aug,UNKNOWN,,,,
9BM1969,A/mallard/Interior Alaska/9BM1969/2009(H4N6),1837-22465,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,855,06-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,269,01-Jul-09,Y,O,DUCKLING,452,82.3,47.2,,37.2,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Aug,UNKNOWN,,,,
9BM1812,A/mallard/Interior Alaska/9BM1812/2009(H4N6),1837-22466,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,948,02-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,191,01-Jul-09,Y,O,DUCKLING,428,,,,,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,HEN IS NOT THE FEMALE WE THOUGHT FROM TRAP 7/1 (WITH BALD PATCH ON HEAD)ÑRATHER OTHER HEN WE BANDED,,,,,,B31,1837-22463,,08-Aug,PRESENT,,,,
9BM1864,A/mallard/Interior Alaska/9BM1864/2009(H4N6),1837-22466,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,933,01-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,164,01-Jul-09,N,,DUCKLING,414,76.8,46.9,,35,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,THINK THAT HEN IS 1737-71672; COULD BE 1837-22463,,,,,,B31,1837-22463,,07-Jun,PRESENT,,,,
9BM1947,A/mallard/Interior Alaska/9BM1947/2009(H4N6),1837-22466,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,920,04-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D7,249,01-Jul-09,Y,O,DUCKLING,418,79.3,46.8,,36.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Aug,PRESENT,,,,
9BM2168,A/mallard/Interior Alaska/9BM2168/2009(H4N6),1837-22466,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,1000,10-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D12,394,01-Jul-09,Y,O,DUCKLING,570,85.7,49.6,,40.2,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,5/?,PRESENT,,,,
9BM2252,A/mallard/Interior Alaska/9BM2252/2009(H4N6),1837-22466,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,1110,11-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D14,414,01-Jul-09,Y,O,DUCKLING,576,87,50.6,,40.6,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,2 REMAINING DUCKLINGS FROM B31 AND HEN PRESENT DURING PROCESSING AND RELEASE,,,,,,B31,1837-22463,,08-Jun,PRESENT,,,,
9BM2393,A/mallard/Interior Alaska/9BM2393R0/2009(H4N6),1837-22466,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,OP,64.8956,148.77324,1201,13-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D20,554,01-Jul-09,Y,O,DUCKLING,624,89.1,50.9,,41.3,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,REMAINING 2 DUCKLINGS FROM B31 OBSERVED WITH HEN OUTSIDE TRAP,,,,,,B31,1837-22463,,08-Jun,PRESENT,,,,
9BM1949,A/mallard/Interior Alaska/9BM1949/2009(H4N6),1837-22467,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,920,04-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D7,250,01-Jul-09,Y,O,DUCKLING,454,82.2,48.2,,39.3,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Aug,PRESENT,,,,
9BM1974,A/mallard/Interior Alaska/9BM1974/2009(H4N6),1837-22467,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,855,06-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,272,01-Jul-09,Y,O,DUCKLING,475,85.7,49.6,,39.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Aug,UNKNOWN,,,,
9BM1975,A/mallard/Interior Alaska/9BM1975/2009(H4N6),1837-22467,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,855,06-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,272,01-Jul-09,Y,O,DUCKLING,475,85.7,49.6,,39.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Aug,UNKNOWN,,,,
9BM2073,A/mallard/Interior Alaska/9BM2073/2009(H4N6),1837-22467,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,954,09-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D11,386,01-Jul-09,Y,O,DUCKLING,553,87,51.8,,41.9,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,7/?,PRESENT,,,,
9BM2170,A/mallard/Interior Alaska/9BM2170/2009(H4N6),1837-22467,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,1000,10-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D12,395,01-Jul-09,Y,O,DUCKLING,578,88.9,51.2,,42.6,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,5/?,PRESENT,,,,
9BM2256,A/mallard/Interior Alaska/9BM2256/2009(H4N6),1837-22467,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,1110,11-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D14,416,01-Jul-09,Y,O,DUCKLING,588,89.4,52.5,,43.8,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,2 REMAINING DUCKLINGS FROM B31 AND HEN PRESENT DURING PROCESSING AND RELEASE,,,,,,B31,1837-22463,,08-Jun,PRESENT,,,,
9BM2606,A/mallard/Interior Alaska/9BM2606R0/2009(H4N6),1837-22467,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,OP,64.8956,148.77324,1322,14-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D25,643,01-Jul-09,Y,O,DUCKLING,648,92.4,52.3,,45.1,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Jun,,,,,
9BM1972,A/mallard/Interior Alaska/9BM1972/2009(H4N6),1837-22468,,,,MALL,Anas platyrhynchos,M,A,H,2B,HY,W,M,C,64.8956,148.77324,855,06-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,271,01-Jul-09,Y,O,DUCKLING,571,89.1,52,,40.3,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,SWAB TOUCHED ACTION PACKER,,,,,,,,B31,1837-22463,,08-Aug,UNKNOWN,,,,
9BM2057,A/mallard/Interior Alaska/9BM2057/2009(H4N6),1837-22468,,,,MALL,Anas platyrhynchos,M,A,H,2B,HY,W,M,C,64.8956,148.77324,844,08-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D11,378,01-Jul-09,Y,O,DUCKLING,600,90.7,53.7,,42.2,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,6/?,,,,,
9BM2164,A/mallard/Interior Alaska/9BM2164/2009(H4N6),1837-22468,,,,MALL,Anas platyrhynchos,M,A,H,2C,HY,W,M,C,64.8956,148.77324,1000,10-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D12,392,01-Jul-09,Y,O,DUCKLING,650,93.1,54.6,,43.5,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,5/?,PRESENT,,,,
9BM2398,A/mallard/Interior Alaska/9BM2398R0/2009(H4N6),1837-22468,,,,MALL,Anas platyrhynchos,M,A,H,2C,HY,W,M,C,64.8956,148.77324,1201,13-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D20,557,01-Jul-09,Y,O,DUCKLING,692,96.1,54.5,,46,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,REMAINING 2 DUCKLINGS FROM B31 OBSERVED WITH HEN OUTSIDE TRAP,,,,,,B31,1837-22463,,08-Jun,PRESENT,,,,
9BM10051,A/mallard/Interior Alaska/9BM10051R0/2009(H3N8),1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.89807,148.76663,1045,15-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP7,127,01-Jul-09,Y,O,MIGRANT,1050,107.1,54,256,,0,,,,BIG PENINSULA,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM11542,A/mallard/Interior Alaska/9BM11542R0/2009(H3N8),1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.89807,148.76663,1920,19-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP13,273,01-Jul-09,Y,O,MIGRANT,1090,108.2,53.7,261,,2,,,,BIG PENINSULA,BAIT TRAP,,,,,,,,,,,,,,,,,
9BM1856,A/mallard/Interior Alaska/9BM1856/2009(H4N6),1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,948,02-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,186,01-Jul-09,Y,O,DUCKLING,430,,,,,2,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,HEN IS NOT THE FEMALE WE THOUGHT FROM TRAP 7/1 (WITH BALD PATCH ON HEAD)ÑRATHER OTHER HEN WE BANDED,,,,,,B31,1837-22463,,08-Aug,PRESENT,,,,
9BM1869,A/mallard/Interior Alaska/9BM1869/2009(H4N6),1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,933,01-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,161,01-Jul-09,N,,DUCKLING,403,78.8,48.9,,36.8,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,THINK THAT HEN IS 1737-71672; COULD BE 1837-22463,,,,,,B31,1837-22463,,07-Jun,PRESENT,,,,
9BM1870,A/mallard/Interior Alaska/9BM1870/2009(H4N6),1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,933,01-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D5,161,01-Jul-09,N,,DUCKLING,403,78.8,48.9,,36.8,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,THINK THAT HEN IS 1737-71672; COULD BE 1837-22463,,,,,,B31,1837-22463,,07-Jun,PRESENT,,,,
9BM1959,A/mallard/Interior Alaska/9BM1959/2009(H4N6),1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,920,04-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D7,255,01-Jul-09,Y,O,DUCKLING,466,81.7,49.7,,38.7,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Aug,PRESENT,,,,
9BM1964,A/mallard/Interior Alaska/9BM1964/2009(H4N6),1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,C,64.8956,148.77324,855,06-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,267,01-Jul-09,Y,O,DUCKLING,500,84.8,50,,40.4,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Aug,UNKNOWN,,,,
9BM1965,A/mallard/Interior Alaska/9BM1965/2009(H4N6),1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2B,HY,W,M,OP,64.8956,148.77324,855,06-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D8,267,01-Jul-09,Y,O,DUCKLING,500,84.8,50,,40.4,1,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,08-Aug,UNKNOWN,,,,
9BM2077,A/mallard/Interior Alaska/9BM2077/2009(H4N6),1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,954,09-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D11,388,01-Jul-09,Y,O,DUCKLING,560,88.5,53.2,,42,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,,,,,,,B31,1837-22463,,7/?,PRESENT,,,,
9BM2250,A/mallard/Interior Alaska/9BM2250R0/2009(H4N6),1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,2C,HY,W,M,C,64.8956,148.77324,1110,11-Jul-09,7,2009,Brandt W. Meixell,"Minto Flats, USA, AK",D14,413,01-Jul-09,Y,O,DUCKLING,602,91,53,,43.2,0,,,,BIG MINTO S PT 2 BAIT,BAIT TRAP,,,2 REMAINING DUCKLINGS FROM B31 AND HEN PRESENT DURING PROCESSING AND RELEASE,,,,,,B31,1837-22463,,08-Jun,PRESENT,,,,
